# Data from Commane Group at Columbia University/Lamont-Doherty Earth Observatory (atmoscomp.ldeo.columbia.edu)
# This is 1-hour merged data taken at ASRC from 2023-07-01 to 2023-07-31 (see ReadMe for more details)
# File: ASRC_1h_merge_20230701_to_20230731_v20240304.txt
# Data processed on 2024/03/04
# If you are using this data for a publication or for more information, please contact Roisin Commane (r.commane@columbia.edu)
#                  
UTC_time,CH4_ppb,CH4_sd,CO2_ppm,CO2_sd,CO_ppb,CO_sd,H2O_ppth,n,ch4.co2.Slope,ch4.co2.Slope.95.Uncertainty,ch4.co2.Intercept,ch4.co2.Intercept.95.Uncertainty,ch4.co2.r2,ch4.co.Slope,ch4.co.Slope.95.Uncertainty,ch4.co.Intercept,ch4.co.Intercept.95.Uncertainty,ch4.co.r2,co.co2.Slope,co.co2.Slope.95.Uncertainty,co.co2.Intercept,co.co2.Intercept.95.Uncertainty,co.co2.r2
2023-07-15 16:00:00,3742.52,2200.28,461.04,5.91,2355.7,2995.93,26.1,3600,346.0628,14.3054,-155805.16,6595.85,0.863,0.7311,0.0073,2020.39,27.82,0.991,469.3236,19.963,-214019.78,9204.42,0.857
2023-07-15 17:00:00,4755.52,2738.73,470.68,6.78,3539.13,3620.03,26.16,3599,348.6131,21.1873,-159328.7,9973.39,0.745,0.7533,0.0073,2089.42,36.72,0.991,461.3573,27.9046,-213611.2,13135.43,0.747
2023-07-15 18:00:00,2510.32,771.06,462.78,3.83,697.06,1005.09,25.62,3599,131.2384,15.9002,-58224.81,7358.6,0.424,0.766,0.0043,1976.36,5.28,0.997,174.6308,20.403,-80119.39,9442.49,0.442
2023-07-15 19:00:00,2142.14,56.47,442.63,7.56,261.23,46.26,25.92,3601,6.3759,0.4042,-680.05,178.92,0.729,1.117,0.0511,1850.34,13.57,0.837,5.0729,0.3556,-1984.19,157.4,0.687
2023-07-15 20:00:00,2065.93,7.85,431.09,1.07,201.2,17.2,26.16,3600,6.1164,0.4211,-570.81,181.53,0.695,0.3572,0.0295,1994.07,5.96,0.613,10.7829,1.2401,-4447.26,534.62,0.45
2023-07-15 21:00:00,2040.47,14.8,426.12,2.18,187.82,18.08,24.81,3600,6.4424,0.2189,-704.79,93.3,0.903,0.514,0.0662,1943.92,12.5,0.394,4.6509,0.7119,-1794.02,303.38,0.316
2023-07-15 22:00:00,2042.94,8.39,432.07,4.1,205.77,23.97,27.32,3600,0.9803,0.1864,1619.4,80.54,0.23,0.2736,0.0227,1986.63,4.7,0.611,2.3513,0.5557,-810.13,240.1,0.162
2023-07-15 23:00:00,2032.98,9.33,437.41,1.82,193.98,19.79,28.22,3600,3.9505,0.3404,305,148.92,0.593,0.4149,0.0233,1952.48,4.54,0.774,8.26,0.7361,-3419.03,321.98,0.576
2023-07-16 00:00:00,2041.78,10.61,440.11,1.86,213.66,20.42,28.85,3600,4.1564,0.4076,212.49,179.37,0.529,0.4321,0.03,1949.46,6.45,0.691,8.7175,0.6959,-3622.99,306.26,0.629
2023-07-16 01:00:00,2119.44,61.35,443.95,3.08,262.83,25.28,28.72,3600,8.323,1.8842,-1575.55,836.5,0.174,0.8474,0.2363,1896.73,62.41,0.122,6.8642,0.4701,-2784.51,208.69,0.697
2023-07-16 02:00:00,2069.49,44.01,437.48,2.26,210.12,16.03,28.79,3600,16.0929,1.1344,-4970.75,496.27,0.685,1.4661,0.2413,1761.43,50.85,0.285,5.6444,0.4444,-2259.15,194.43,0.635
2023-07-16 03:00:00,2021.62,11.05,435.36,2.01,191.52,24.36,29.61,3600,4.7421,0.2864,-42.91,124.67,0.748,0.399,0.0224,1945.2,4.33,0.774,9.9283,0.7175,-4130.9,312.38,0.674
2023-07-16 04:00:00,2019.73,10.11,440.69,3.91,167.81,27.92,29.54,3600,-0.1853,0.268,2101.4,118.12,0.005,0.3056,0.0202,1968.46,3.44,0.711,-2.9206,0.6767,1454.89,298.25,0.168
2023-07-16 05:00:00,2015.1,10.49,437.69,5.68,157.27,23.77,29.07,3598,1.2463,0.1414,1469.59,61.9,0.456,0.2455,0.0381,1976.5,6.06,0.309,-0.0746,0.4346,189.93,190.23,0
2023-07-16 06:00:00,2011.37,8.09,431.6,1.29,148.01,11.86,28.94,3599,5.3913,0.3318,-315.52,143.22,0.74,0.5002,0.0482,1937.34,7.16,0.538,6.6382,0.6597,-2717.07,284.74,0.522
2023-07-16 07:00:00,2008.21,8.5,430.46,1.69,127.05,14.99,29.07,3600,1.178,0.5075,1501.13,218.44,0.055,0.4454,0.0365,1951.61,4.67,0.617,-0.9072,0.9158,517.55,394.21,0.01
2023-07-16 08:00:00,2013.43,7.15,432.61,2.52,114.49,12.33,29.02,3601,0.2695,0.2931,1896.83,126.78,0.009,0.402,0.0434,1967.41,5,0.481,0.543,0.5046,-120.41,218.32,0.012
2023-07-16 09:00:00,1999.38,6.94,430.24,2.16,109.22,8.57,28.87,3600,1.9103,0.269,1177.51,115.75,0.353,0.3484,0.076,1961.32,8.33,0.185,-0.0015,0.4128,109.85,177.61,0
2023-07-16 10:00:00,2004.32,7.97,433.22,1.7,109.69,20.64,28.65,3600,2.018,0.4387,1130.08,190.06,0.186,0.2348,0.0319,1978.57,3.56,0.369,1.1728,1.2529,-398.38,542.77,0.009
2023-07-16 11:00:00,2012,8.92,436.58,2.27,109.74,11.57,28.58,3600,1.5121,0.3772,1351.83,164.68,0.148,0.4888,0.0619,1958.36,6.83,0.402,1.3601,0.5111,-484.07,223.14,0.071
2023-07-16 12:00:00,2035.36,14.5,436,3.03,125.73,11.09,27.63,3600,0.6811,0.4929,1738.39,214.9,0.02,1.1893,0.0565,1885.82,7.13,0.827,-0.3187,0.3794,264.69,165.42,0.008
2023-07-16 13:00:00,2041.7,20.66,435.71,2.45,133.23,14.11,27.82,3600,5.4394,0.6707,-328.28,292.22,0.415,1.225,0.0834,1878.51,11.17,0.7,3.8678,0.4441,-1552,193.49,0.45
2023-07-16 14:00:00,2077.91,21.52,438.61,2.65,152.65,16.92,27.51,3599,5.085,0.6564,-152.43,287.93,0.393,1.1334,0.0599,1904.9,9.2,0.795,3.4988,0.5542,-1381.98,243.08,0.301
2023-07-16 15:00:00,2065.19,16.69,441.09,2.54,157.99,17.14,27.51,3600,5.4664,0.3787,-345.97,167.05,0.692,0.8301,0.0529,1934.04,8.41,0.727,4.0921,0.5573,-1646.98,245.84,0.368
2023-07-16 16:00:00,2102.5,99.01,445.23,2.88,194.95,126.54,27.77,3600,7.3547,3.4871,-1172.01,1552.57,0.046,0.7585,0.02,1954.62,4.64,0.94,7.3139,4.4985,-3061.39,2002.92,0.028
2023-07-16 17:00:00,2279.17,923.6,440.19,6.52,484.53,1404.94,26.99,3600,51.5429,13.7232,-20409.44,6041.46,0.132,0.6564,0.0038,1961.14,5.64,0.997,74.5441,21.0274,-32328.94,9257.02,0.12
2023-07-16 18:00:00,3054.34,2066.55,435.5,7.58,1745.31,3244.67,27.15,3600,256.5935,9.5257,-108691.59,4149.05,0.887,0.6333,0.0071,1949.07,25.95,0.989,406.9029,13.7281,-175460.08,5979.48,0.905
2023-07-16 19:00:00,2175.45,409.07,440.58,5.22,343.15,630.72,26.8,3599,14.2111,8.0024,-4085.66,3525.95,0.033,0.6468,0.005,1953.51,3.59,0.994,19.5342,12.3814,-8263.23,5455.39,0.026
2023-07-16 20:00:00,2133.93,125.93,445.15,2.69,220.97,185.75,26.52,3600,5.4732,4.838,-302.45,2153.66,0.014,0.6705,0.0104,1985.77,3.01,0.978,9.8466,7.1118,-4162.24,3165.87,0.02
2023-07-16 21:00:00,2138.28,84.15,447.67,3.18,237.37,130.46,26.79,3600,3.4497,2.7288,593.98,1221.64,0.017,0.6389,0.0092,1986.62,2.49,0.981,5.7477,4.225,-2335.68,1891.44,0.02
2023-07-16 22:00:00,2124.89,56.46,454.16,3.56,228.27,100.2,26.82,3600,5.9671,1.529,-585.13,694.44,0.141,0.5266,0.0208,2004.68,5.19,0.873,8.7033,2.7848,-3724.4,1264.79,0.095
2023-07-16 23:00:00,2187.23,59.81,455.17,4.63,201.21,53.35,26.94,3601,0.1898,1.342,2100.84,610.88,0,0.788,0.0829,2028.68,17.25,0.494,1.0921,1.1918,-295.86,542.48,0.009
2023-07-17 00:00:00,2206.58,52.5,450.54,3.61,206.8,45.98,27.08,3599,6.3937,1.359,-674.05,612.31,0.193,0.3814,0.1119,2127.71,23.7,0.112,5.2989,1.2049,-2180.57,542.89,0.173
2023-07-17 01:00:00,2205.96,29,454.35,5.8,225.01,40.94,27.45,3601,4.1411,0.2911,324.45,132.28,0.686,0.5249,0.0494,2087.84,11.3,0.549,4.403,0.5735,-1775.47,260.58,0.389
2023-07-17 02:00:00,2225.44,12.98,454.54,3.33,257.13,29.89,27.73,3599,1.7114,0.3633,1447.53,165.16,0.193,0.2564,0.0364,2159.52,9.43,0.349,4.2291,0.8215,-1665.16,373.41,0.223
2023-07-17 03:00:00,2225.83,115.86,452.65,3.58,269.96,189.47,27.36,3600,6.0796,3.3084,-526.08,1497.56,0.035,0.5633,0.0247,2073.76,8.16,0.849,15.6405,5.2625,-6809.63,2382.13,0.087
2023-07-17 04:00:00,2243.86,214.15,454.53,2.55,300.99,312.7,27.38,3600,29.387,8.18,-11113.57,3718.14,0.122,0.678,0.01,2039.79,4.35,0.98,40.5106,12.0343,-18112.49,5470.1,0.109
2023-07-17 05:00:00,2209.73,63.78,453.8,3,263.3,109.27,27.27,3600,7.8795,2.0522,-1365.99,931.3,0.137,0.4431,0.0395,2093.05,11.26,0.576,13.6707,3.5084,-5940.44,1592.16,0.141
2023-07-17 06:00:00,2176.19,42.05,451.87,2.54,233.59,60.19,27.18,3599,6.7991,1.5693,-896.14,709.12,0.169,0.6711,0.0202,2019.44,4.87,0.923,5.0346,2.4072,-2041.42,1087.75,0.045
2023-07-17 07:00:00,2230.25,52.73,455.55,2.5,235.16,14.35,27.16,3600,16.2497,1.4007,-5172.22,638.08,0.593,2.7697,0.2508,1578.93,59.1,0.568,5.0133,0.292,-2048.61,133.01,0.761
2023-07-17 08:00:00,2372.89,46.58,459.48,4.78,239.92,59.05,27.14,3600,3.2554,0.9548,877.1,438.74,0.112,0.2419,0.078,2314.86,19.28,0.094,8.9508,0.8853,-3872.85,406.78,0.525
2023-07-17 09:00:00,2394.48,49.73,459.88,3.29,215.9,36.27,26.63,3600,6.6169,1.4109,-648.46,648.84,0.192,0.5662,0.1298,2272.25,28.41,0.171,3.283,1.0928,-1293.88,502.57,0.089
2023-07-17 10:00:00,2544.47,1171.73,458.34,4.67,564.65,1843.62,26.48,3600,230.2711,10.3221,-102998.25,4731.28,0.843,0.6336,0.0052,2186.72,10.05,0.994,363.0196,16.0688,-165822.15,7365.37,0.846
2023-07-17 11:00:00,3995.53,2388.98,466.92,8.92,2696.45,3774.61,26.98,3599,259.1521,6.9916,-117008.62,3265.13,0.937,0.6304,0.0058,2295.57,26.9,0.992,406.5359,12.1583,-187124.65,5678.01,0.924
2023-07-17 12:00:00,4406.68,2739.63,468.17,9.81,3537.14,4229.49,26.81,3599,264.1741,9.4423,-119272.19,4421.59,0.894,0.6442,0.0071,2128.16,38.92,0.989,404.3005,15.6052,-185744.93,7307.49,0.879
2023-07-17 13:00:00,3677.03,2881.83,466.31,9.85,2603.19,4385.3,25.64,3600,264.7255,12.9776,-119768.27,6052.99,0.818,0.6555,0.0048,1970.62,24.64,0.995,402.0659,19.9168,-184885.92,9289.55,0.815
2023-07-17 14:00:00,4627.49,2725.12,458.25,13.34,4050.73,4136.3,24.49,3600,180.9698,9.8547,-78301.78,4517.82,0.785,0.6555,0.0069,1972.28,39.86,0.99,273.2919,15.2306,-121185.06,6982.35,0.777
2023-07-17 15:00:00,3744.48,2141.48,445.79,7.62,2829.85,3249.33,22.26,3598,244.8897,14.3644,-105424.32,6404.39,0.758,0.6557,0.0069,1888.82,29.52,0.99,369.2811,22.2133,-161791.07,9903.85,0.749
2023-07-17 16:00:00,3372.24,1914.13,432.71,8.99,2251.62,2950.97,20.91,3601,174.3763,12.7006,-72081.4,5496.81,0.671,0.6459,0.0062,1917.89,22.92,0.992,267.4378,19.7854,-113470.29,8563.09,0.664
2023-07-17 17:00:00,3049.51,2186.36,427.79,7.34,1735.12,3351.16,21.06,3600,287.8133,8.0208,-120074.29,3431.71,0.933,0.6514,0.0037,1919.19,14,0.997,440.8946,12.3919,-186875.41,5301.91,0.932
2023-07-17 18:00:00,2094.04,89.94,423.25,2.28,286.28,125.25,20.27,3600,6.2389,4.044,-546.56,1711.63,0.025,0.7141,0.0078,1889.6,2.45,0.989,8.643,5.6321,-3371.88,2383.83,0.025
2023-07-17 19:00:00,2122.34,259.15,423.58,3.28,376.33,391.72,18.6,3599,5.5745,8.1818,-238.87,3465.71,0.005,0.6594,0.0056,1874.19,3.01,0.993,10.8248,12.347,-4208.8,5230.05,0.008
2023-07-17 20:00:00,2087.03,9.25,429.55,3.17,360.91,15.2,18.4,3601,2.1912,0.2,1145.8,85.93,0.564,0.1476,0.0614,2033.77,22.17,0.059,0.2601,0.4974,249.18,213.66,0.003
2023-07-17 21:00:00,2110.39,12.32,431.13,3.63,380.13,44.43,19.26,3600,1.8099,0.2988,1330.08,128.83,0.284,0.1797,0.022,2042.08,8.4,0.42,5.7911,1.1218,-2116.58,483.68,0.224
2023-07-17 22:00:00,2097.98,11.78,427.48,3.34,357.71,15.18,19.15,3599,2.5732,0.2506,998.01,107.11,0.533,0.6575,0.0429,1862.78,15.36,0.717,3.1936,0.3357,-1007.47,143.49,0.494
2023-07-17 23:00:00,2126.89,47.29,434.86,13.96,339.19,28.5,21.24,3601,3.3251,0.068,680.92,29.59,0.963,-1.28,0.1098,2561.05,37.36,0.595,-1.6519,0.1248,1057.55,54.3,0.654
2023-07-18 00:00:00,2200.91,14,463.32,6.15,305.78,21.78,26.32,3600,1.6204,0.1662,1450.16,77.02,0.507,0.1356,0.0653,2159.46,20.02,0.044,-0.4184,0.3656,499.65,169.4,0.014
2023-07-18 01:00:00,2187.9,12.41,453.97,3.33,371.57,41.19,25.04,3600,0.6116,0.3811,1910.26,173.03,0.027,-0.0593,0.0307,2209.92,11.46,0.039,6.8688,1.0665,-2746.68,484.18,0.309
2023-07-18 02:00:00,2212.52,18.25,456.96,2.88,405.61,30.91,24.61,3599,2.5684,0.6017,1038.85,274.95,0.164,0.4918,0.0339,2013.05,13.8,0.694,2.7235,1.0786,-838.93,492.9,0.064
2023-07-18 03:00:00,2230.26,40.55,449.4,10.07,413.09,41.25,23.7,3601,2.4015,0.3359,1151.01,150.98,0.356,0.8439,0.0524,1881.65,21.76,0.737,3.1703,0.2694,-1011.66,121.12,0.599
2023-07-18 04:00:00,2175.37,30.13,434.13,6.74,335.05,36.52,23.16,3600,3.5629,0.2805,628.62,121.77,0.635,0.7867,0.0258,1911.77,8.7,0.909,4.5093,0.312,-1622.56,135.48,0.693
2023-07-18 05:00:00,2149.63,8.54,437.33,2.4,275.94,18.32,23.53,3600,2.2941,0.2823,1146.34,123.45,0.416,0.0721,0.0479,2129.73,13.24,0.024,-3.5585,0.7008,1832.16,306.46,0.218
2023-07-18 06:00:00,2134.52,18.15,436.91,2.58,238.17,13.23,22.08,3600,3.5878,0.6302,566.96,275.33,0.259,1.2442,0.0601,1838.19,14.34,0.822,1.5826,0.5077,-453.27,221.83,0.095
2023-07-18 07:00:00,2125.07,14.6,440.7,3.24,217.58,15.91,22.9,3600,0.4347,0.466,1933.49,205.38,0.009,0.5423,0.077,2007.07,16.79,0.349,-0.3649,0.5086,378.4,224.16,0.006
2023-07-18 08:00:00,2218.02,30.5,445.43,3.09,231.91,41.19,23.85,3599,1.1637,1.0178,1699.68,453.36,0.014,0.4447,0.0615,2114.89,14.49,0.361,1.3663,1.377,-376.66,613.35,0.011
2023-07-18 09:00:00,2284.86,100.09,444.18,3.16,301.1,151.65,23.7,3601,5.4718,3.2421,-145.63,1440.15,0.03,0.6396,0.0169,2092.28,5.7,0.939,5.2571,4.9575,-2034.01,2202.1,0.012
2023-07-18 10:00:00,2597.18,288.8,453.22,6.58,381.04,209.86,23.9,3599,37.095,2.4443,-14215.16,1107.94,0.713,0.8126,0.1154,2287.57,50.2,0.349,7.1589,3.2328,-2863.54,1465.33,0.05
2023-07-18 11:00:00,2499.06,92.69,463.05,10.29,327.21,67.36,24.8,3600,7.8262,0.4644,-1124.9,215.11,0.754,1.2783,0.0529,2080.78,17.67,0.863,5.0644,0.4317,-2017.89,199.94,0.598
2023-07-18 12:00:00,2570.57,38.23,480.11,3.44,480.21,74.64,24.61,3601,7.4915,0.8519,-1026.16,409.02,0.455,0.241,0.047,2454.86,22.83,0.221,4.6868,2.2,-1769.99,1056.28,0.047
2023-07-18 13:00:00,2446.19,76.58,474.18,3.63,453.4,50.58,24.65,3600,-11.7159,1.827,8001.61,866.34,0.308,0.0227,0.1574,2435.92,71.79,0,6.4743,1.2845,-2616.57,609.09,0.215
2023-07-18 14:00:00,2234.52,26.71,462.14,6.84,413.08,45.11,25.14,3600,3.6588,0.1415,543.67,65.39,0.878,0.5271,0.0281,2016.78,11.66,0.792,5.3254,0.4037,-2048,186.61,0.653
2023-07-18 15:00:00,2199.9,21.49,455.67,2.67,324.89,20.7,26.23,3598,5.5161,0.6073,-313.64,276.72,0.471,0.3349,0.1021,2091.11,33.25,0.104,2.6999,0.754,-905.39,343.56,0.122
2023-07-18 16:00:00,2140.76,29.28,440.4,3.81,291.34,21.66,26.4,3601,5.3805,0.5691,-228.8,250.64,0.491,-0.0278,0.1405,2148.87,41.03,0,1.3108,0.5744,-285.92,252.96,0.053
2023-07-18 17:00:00,2107.54,27.21,429.71,5.97,335.54,49.8,23.98,3600,3.9849,0.2308,395.2,99.18,0.763,0.0324,0.0567,2096.68,19.23,0.004,2.7926,0.8177,-864.48,351.4,0.112
2023-07-18 18:00:00,2406.65,831.21,441.53,7.65,820.4,1347.84,23.12,3600,3.6264,11.2936,805.51,4987.21,0.001,0.6151,0.0047,1902.05,7.35,0.995,1.8009,18.3221,25.23,8090.97,0
2023-07-18 19:00:00,2118.79,18.59,432.65,3.06,393.51,32.68,23.44,3600,5.4094,0.2865,-221.58,123.95,0.794,0.5044,0.0274,1920.31,10.8,0.786,9.8249,0.4328,-3857.25,187.24,0.848
2023-07-18 20:00:00,2122.08,18.96,442.03,8.12,402.24,104.42,23.91,3600,2.0648,0.1133,1209.37,50.08,0.782,0.1614,0.0087,2057.16,3.6,0.79,12.2505,0.405,-5012.9,179.07,0.908
2023-07-18 21:00:00,2118.77,12.71,444.32,5.06,382.96,29.4,22.62,3599,1.2452,0.2265,1565.52,100.65,0.246,0.2966,0.0327,2005.18,12.55,0.471,5.0521,0.2976,-1861.81,132.22,0.757
2023-07-18 22:00:00,2110.25,19.57,440.82,8.44,369.08,45.67,22.71,3600,1.6585,0.1686,1379.16,74.33,0.511,0.3437,0.0266,1983.4,9.9,0.643,4.6213,0.2929,-1668.08,129.15,0.729
2023-07-18 23:00:00,2079.2,15.56,441.07,6.2,271.75,50.72,24.28,3599,0.1168,0.2607,2027.7,115,0.002,0.2614,0.0167,2008.15,4.61,0.726,-2.8749,0.7966,1539.79,351.39,0.123
2023-07-19 00:00:00,2113.55,27.88,448.55,3.66,310.79,52.63,24.3,3601,4.017,0.6737,311.7,302.22,0.277,0.4966,0.0192,1959.2,6.04,0.879,5.7673,1.371,-2276.12,614.96,0.16
2023-07-19 01:00:00,2171.83,25.4,446.93,6.22,420.57,35.29,22.59,3598,1.4255,0.397,1534.75,177.43,0.122,0.3904,0.0628,2007.63,26.49,0.294,1.5624,0.5658,-277.7,252.91,0.076
2023-07-19 02:00:00,2187.1,476.7,439.14,3.02,439.24,632.02,24.05,3601,52.4522,15.4466,-20846.52,6783.3,0.111,0.7534,0.0038,1856.19,2.9,0.998,69.2424,20.4903,-29967.55,8998.25,0.11
2023-07-19 03:00:00,2142.52,34.59,447.44,2.77,377.92,66.28,24.96,3600,0.4938,1.296,1921.58,579.9,0.002,0.36,0.0393,2006.47,15.07,0.476,6.3556,2.3958,-2465.81,1071.99,0.071
2023-07-19 04:00:00,2197.16,12.7,436.49,6.52,386.69,12.44,23.95,3600,0.5267,0.1948,1967.26,85.05,0.073,0.5288,0.0907,1992.66,35.1,0.269,1.5629,0.1137,-295.5,49.65,0.671
2023-07-19 05:00:00,2166.92,40.06,424.59,1.41,375.97,52.47,21.52,3599,12.6279,2.6373,-3194.72,1119.75,0.199,0.6664,0.0387,1916.35,14.7,0.762,7.1949,3.7849,-2678.87,1607.03,0.038
2023-07-19 06:00:00,2466.04,813.47,427.63,3.12,824.3,1177.53,21.06,3600,208.0895,16.3739,-86520.3,7002.23,0.636,0.6869,0.0077,1899.86,11.03,0.989,296.2533,24.3684,-125863.95,10421.05,0.615
2023-07-19 07:00:00,2502.96,1211.65,428.05,4.74,890.08,1756.76,21.05,3599,229.4212,11.7787,-95701.28,5042.2,0.804,0.6868,0.0065,1891.63,12.88,0.992,332.5459,17.0968,-141456.9,7318.76,0.803
2023-07-19 08:00:00,3105.63,1569.83,436.13,4.53,1649.08,2254.83,21.12,3600,323.0492,12.9532,-137785.06,5649.57,0.87,0.6941,0.0057,1961.06,15.84,0.994,461.5159,19.2651,-199630.77,8402.51,0.861
2023-07-19 09:00:00,2303.9,149.15,435.06,4.24,416.51,222.9,21.08,3599,3.7381,3.638,677.62,1582.83,0.011,0.6536,0.0149,2031.69,7.04,0.954,4.7185,5.4459,-1636.32,2369.38,0.008
2023-07-19 10:00:00,4697.4,2815.41,442.83,11.23,4009.4,4305.07,20.67,3600,240.4967,7.3475,-101802.51,3254.76,0.92,0.649,0.0083,2095.19,49.06,0.985,371.405,9.8492,-160461.05,4362.96,0.939
2023-07-19 11:00:00,5425.43,2616.74,448.13,10.45,5379.81,4040.53,20.05,3600,232.4865,9.6484,-98758.09,4324.88,0.862,0.64,0.0103,1982.6,69.46,0.976,364.5764,13.3506,-157996.8,5984.4,0.89
2023-07-19 12:00:00,5706.92,3334.04,452.99,12.9,5935.4,5135.98,19.7,3601,239.6241,10.0674,-102839.32,4562.22,0.86,0.6428,0.0094,1891.88,74.1,0.98,371.5224,14.8793,-162358.91,6742.81,0.871
2023-07-19 13:00:00,2602.86,1140.82,447.24,6.06,1078.89,1859.52,19.72,3600,91.8987,17.0689,-38497.89,7634.59,0.238,0.6108,0.006,1943.87,12.84,0.991,147.6788,27.944,-64968.88,12498.82,0.232
2023-07-19 14:00:00,2321.32,59.35,454.9,6.58,553.98,62.4,19.46,3599,6.2611,0.6754,-526.85,307.26,0.481,0.6305,0.074,1972.06,41.26,0.439,3.5322,0.9153,-1052.84,416.39,0.139
2023-07-19 15:00:00,2218.74,43.51,436.77,5.57,495.89,40.56,18.24,3600,6.2778,0.4823,-523.22,210.68,0.647,0.4299,0.1021,2005.55,50.82,0.161,3.2779,0.6754,-935.81,295.01,0.203
2023-07-19 16:00:00,2221.6,61.44,432.28,3.1,487.52,57.88,18.07,3600,10.8059,1.7239,-2449.58,745.24,0.298,0.8284,0.069,1817.73,33.87,0.609,8.3375,1.7338,-3116.64,749.52,0.2
2023-07-19 17:00:00,2194.61,38.71,438.15,5.6,512.69,49.01,19.55,3599,5.882,0.3782,-382.6,165.71,0.723,0.2645,0.0774,2058.99,39.85,0.112,4.2678,0.7946,-1357.25,348.18,0.238
2023-07-19 18:00:00,2209.49,67.08,438.2,12.75,481.1,59.11,21.97,3599,4.9658,0.1804,33.47,79.07,0.891,0.9856,0.0584,1735.32,28.33,0.754,3.4802,0.3183,-1043.92,139.54,0.564
2023-07-19 19:00:00,2107.94,33.92,426.42,6.69,384.68,53.4,22.17,3601,4.2628,0.2856,290.19,121.82,0.706,0.6078,0.0192,1874.12,7.45,0.916,6.4304,0.4919,-2357.37,209.78,0.649
2023-07-19 20:00:00,2090.95,57.27,422.36,3.26,376.49,92.56,21.99,3600,3.2235,1.7944,729.48,757.93,0.034,0.5838,0.0213,1871.15,8.26,0.89,5.5608,2.8931,-1972.19,1221.98,0.038
2023-07-19 21:00:00,2206.17,466.08,420.46,3.24,585.06,881.67,21.67,3600,112.2175,9.3785,-44977.18,3943.43,0.607,0.5246,0.0068,1899.24,7.16,0.985,215.3173,17.341,-89947.98,7291.46,0.625
2023-07-19 22:00:00,2344.23,894.74,423.99,3.8,755.57,1479.75,21.94,3600,201.1111,12.7633,-82925.81,5411.78,0.728,0.602,0.0059,1889.37,9.76,0.991,335.6014,20.5893,-141537.62,8730.09,0.742
2023-07-19 23:00:00,2719.52,1565.55,427.25,4.86,1235.45,2226.98,21.43,3600,284.1416,15.7483,-118680.25,6728.93,0.779,0.701,0.0055,1853.43,13.9,0.994,406.5787,21.9293,-172475.68,9369.92,0.788
2023-07-20 00:00:00,2146.66,13.3,429.18,1.7,434.27,23.62,23.03,3600,2.7977,0.7609,945.95,326.54,0.127,0.4759,0.0313,1939.98,13.6,0.714,3.141,1.4093,-913.78,604.86,0.051
2023-07-20 01:00:00,2172.09,19.56,432.11,3.78,465.48,21.68,23.62,3599,4.4317,0.279,257.13,120.58,0.732,0.6717,0.0627,1859.45,29.19,0.554,3.3715,0.483,-991.39,208.72,0.345
2023-07-20 02:00:00,2224.89,102.72,442.98,3.58,536.29,187.5,23.53,3600,6.7086,2.9005,-746.9,1284.89,0.055,0.5155,0.0193,1948.46,10.95,0.885,14.0362,5.2463,-5681.49,2324.08,0.072
2023-07-20 03:00:00,2277.74,26.62,446.12,3.84,597.13,67.64,23.59,3600,5.0201,0.4964,38.2,221.46,0.525,0.2737,0.0294,2114.32,17.66,0.484,14.3003,1.0675,-5782.43,476.25,0.66
2023-07-20 04:00:00,2240.45,86.65,435.67,4.5,502,125.24,23.47,3599,9.2706,1.7558,-1798.43,764.99,0.231,0.6808,0.0128,1898.67,6.61,0.968,13.1287,2.5531,-5217.73,1112.36,0.222
2023-07-20 05:00:00,2428.01,624.91,443.63,7.53,698.44,905.06,23.96,3601,24.8644,8.235,-8602.71,3653.87,0.09,0.6878,0.0063,1947.65,7.25,0.992,35.1731,11.9539,-14905.57,5303.92,0.086
2023-07-20 06:00:00,2275.18,174.16,429.31,2.23,449.09,259.9,24.31,3599,40.2562,6.9506,-15007.28,2984.01,0.266,0.6582,0.0131,1979.59,6.77,0.965,57.2463,10.5442,-24127.41,4526.81,0.242
2023-07-20 07:00:00,2395.55,723.83,432.82,3.31,631.97,1015.6,24.39,3600,177.4134,13.3001,-74391.9,5756.68,0.658,0.7109,0.0053,1946.28,6.3,0.995,245.6659,19.1228,-105696.29,8276.89,0.641
2023-07-20 08:00:00,6405.38,3261.27,456.9,13.43,6297.87,4735.86,24.21,3598,228.4869,8.5434,-97989.57,3905.13,0.885,0.684,0.0083,2097.83,65.51,0.986,325.6899,14.0463,-142508.82,6420.49,0.853
2023-07-20 09:00:00,4274.21,3204.56,447.24,12.06,3375.19,4836.9,24.07,3600,249.2579,9.5632,-107204,4278.6,0.88,0.6608,0.005,2043.93,29.37,0.995,374.5246,14.9048,-164127.33,6668.44,0.872
2023-07-20 10:00:00,2580.88,1115.61,445.25,7.59,923.87,1569.46,24.04,3600,67.4469,13.5797,-27450.06,6047.28,0.21,0.7073,0.0074,1927.45,13.43,0.99,88.0498,19.4544,-38280.56,8663.39,0.181
2023-07-20 11:00:00,2932.23,1670.96,481.69,10.71,1396.43,2428.87,24.94,3600,87.1871,13.4438,-39064.67,6477.32,0.312,0.6848,0.0068,1975.91,19.06,0.991,128.9993,19.3808,-60740.91,9337.78,0.324
2023-07-20 12:00:00,3892.24,2580.79,476.58,11.45,3008.17,4034.56,24.29,3599,182.5203,13.7632,-83092.83,6561.12,0.655,0.6346,0.0084,1983.34,42.12,0.984,287.3374,21.2263,-133930.38,10118.9,0.664
