# Data from Commane Group at Columbia University/Lamont-Doherty Earth Observatory (atmoscomp.ldeo.columbia.edu)
# This is 1-hour merged data taken at LDEO from 2023-07-01 to 2023-07-31 (see ReadMe for more details)
# File: LDEO_1h_merge_20230701_to_20230731_v20240628.txt
# Data processed on 2024/06/28
# If you are using this data for a publication or for more information, please contact Roisin Commane (r.commane@columbia.edu)
#                  
UTC_time,CH4_ppb,CH4_sd,CO2_ppm,CO2_sd,H2O_ppth,n,ch4.co2.Slope,ch4.co2.Slope.95.Uncertainty,ch4.co2.Intercept,ch4.co2.Intercept.95.Uncertainty,ch4.co2.r2
2023-07-10 10:00:00,2037.12,28.27,423.57,1.27,23.66,2632,-7.412,2.339,5176.61,990.73,0.11
2023-07-10 11:00:00,1985.87,3.82,427.91,3.57,23.16,3030,-0.0631,0.111,2012.86,47.49,0.003
2023-07-10 12:00:00,1985.66,4.38,433.03,1.76,23.88,3037,2.003,0.1527,1118.29,66.14,0.65
2023-07-10 13:00:00,1962.5,7.9,422.14,3.4,26.3,3028,2.147,0.0929,1056.18,39.2,0.852
2023-07-10 14:00:00,1965.42,16.48,416.47,2.47,27.77,3043,5.773,0.3471,-438.84,144.56,0.749
2023-07-10 15:00:00,1944.35,2.66,408.67,2.65,28.32,3031,0.4303,0.0946,1768.49,38.64,0.183
2023-07-10 16:00:00,1953.71,7.1,406.01,1.67,28.66,3035,-3.0596,0.3086,3195.96,125.29,0.515
2023-07-10 17:00:00,1936.77,7.61,406.63,1.68,30.17,3020,1.7941,0.4324,1207.24,175.83,0.157
2023-07-10 18:00:00,1960.96,5.01,411.37,2.1,22,3024,1.0598,0.2224,1524.99,91.49,0.197
2023-07-10 19:00:00,1956.25,2.58,409.82,1.56,22.63,3026,-0.1408,0.1708,2013.97,69.99,0.007
2023-07-10 20:00:00,1953.51,2.64,406.33,3.2,22.85,3032,0.0355,0.0857,1939.09,34.81,0.002
2023-07-10 21:00:00,1954.23,2.34,403.21,1.47,22.18,3025,0.1824,0.1644,1880.7,66.28,0.013
2023-07-10 22:00:00,1961.66,6.68,401.58,0.74,21.75,3039,-0.5503,0.9367,2182.66,376.14,0.004
2023-07-10 23:00:00,1969.21,1.67,399.56,1.51,21.3,3032,-0.0212,0.1153,1977.66,46.06,0
2023-07-11 00:00:00,1982.01,10.66,396.68,0.99,19.38,3025,7.4528,0.8049,-974.39,319.28,0.481
2023-07-11 01:00:00,1993.95,11.63,403.51,2.39,16.71,3033,-4.263,0.2415,3714.14,97.45,0.77
2023-07-11 02:00:00,1980.23,4.37,407.74,0.75,14.23,3040,4.3153,0.4084,220.68,166.54,0.547
2023-07-11 03:00:00,1980.21,4.08,410.51,0.74,13.93,3034,0.0678,0.5703,1952.38,234.11,0
2023-07-11 04:00:00,1987.52,5.35,414.03,1.06,13.82,3046,2.5443,0.452,934.12,187.15,0.255
2023-07-11 05:00:00,1984.22,3.1,414.69,1.06,14.3,3045,2.6207,0.1342,897.46,55.65,0.805
2023-07-11 06:00:00,1997.99,11.31,415.11,1.67,14.45,3032,5.8773,0.3459,-441.71,143.57,0.757
2023-07-11 07:00:00,2014.62,10.34,419.76,2.67,14.48,3044,3.529,0.1658,533.3,69.58,0.83
2023-07-11 08:00:00,2000.36,1.27,416.28,0.88,14.27,3027,1.1676,0.0891,1514.33,37.08,0.65
2023-07-11 09:00:00,2004.12,1.25,416.65,0.55,14.13,3038,0.8895,0.2168,1633.5,90.32,0.154
2023-07-11 10:00:00,2004.4,4.85,416.9,1.79,13.99,2634,2.5658,0.0948,934.73,39.5,0.901
2023-07-11 11:00:00,2022.29,2.16,420.54,1.44,14.72,3043,1.216,0.0919,1510.9,38.64,0.654
2023-07-11 12:00:00,2026.43,4.72,416.89,1.71,15.76,3035,-0.3465,0.2851,2170.89,118.87,0.016
2023-07-11 13:00:00,2040.98,4.15,413.46,2.29,16.51,3034,-0.3054,0.1859,2167.24,76.88,0.028
2023-07-11 14:00:00,2037.17,10.88,403.41,4.39,17.42,3033,2.213,0.1159,1144.42,46.75,0.798
2023-07-11 15:00:00,2018.98,2.85,394.44,1.85,18.19,3033,0.8091,0.1358,1699.82,53.58,0.277
2023-07-11 16:00:00,2015.24,4.84,390.67,1.38,18.8,3037,1.3553,0.3356,1485.75,131.11,0.15
2023-07-11 17:00:00,2001.43,4.67,389.65,1.35,18.19,3029,-0.3525,0.3586,2138.78,139.74,0.01
2023-07-11 18:00:00,1996.01,2.74,390.03,0.92,17.49,3026,-0.4616,0.306,2176.06,119.34,0.024
2023-07-11 19:00:00,1990.07,3.23,389.75,1.78,17.63,3026,0.8049,0.1693,1676.38,65.97,0.196
2023-07-11 20:00:00,1989.13,2.68,388.97,1.2,17.14,3034,-0.1656,0.2315,2053.55,90.05,0.005
2023-07-11 21:00:00,1992.92,2.02,388.4,0.74,18.14,3030,-0.4421,0.2806,2164.65,108.99,0.026
2023-07-11 22:00:00,1990.01,3.83,389.28,1,17.11,3025,0.4796,0.3943,1803.3,153.51,0.016
2023-07-11 23:00:00,1990.19,1.81,388.42,0.63,17.91,3044,0.6962,0.2878,1719.77,111.78,0.059
2023-07-12 00:00:00,1996.92,8.22,388.86,0.61,18.69,3025,10.639,0.8554,-2140.2,332.63,0.626
2023-07-12 01:00:00,2005.61,2.54,393.72,1.76,18.89,3026,-0.4237,0.1438,2172.45,56.63,0.086
2023-07-12 02:00:00,2006.55,1.32,397.75,0.72,18.44,3021,0.2071,0.1912,1924.16,76.05,0.013
2023-07-12 03:00:00,2019.86,11.79,402.83,2.39,18.08,3028,4.7351,0.1452,112.41,58.47,0.92
2023-07-12 04:00:00,2042.98,4.51,408.28,0.55,17.97,3021,3.0088,0.7906,814.55,322.8,0.135
2023-07-12 05:00:00,2051.21,5.12,412.09,1.2,18.09,3011,-0.0898,0.4442,2088.22,183.04,0
2023-07-12 06:00:00,2032.9,10.76,410.59,1.86,18.19,3020,5.4849,0.1868,-219.17,76.7,0.903
2023-07-12 07:00:00,2042.86,7.37,414.24,2.28,17.87,3034,2.7556,0.1746,901.4,72.34,0.729
2023-07-12 08:00:00,2048.38,12.41,414.99,1.52,17.81,3048,6.8022,0.4729,-774.46,196.26,0.691
2023-07-12 09:00:00,2170.94,68.16,419.71,2.27,17.61,3027,27.9731,1.1175,-9569.6,469.03,0.871
2023-07-12 10:00:00,2158.41,43.44,421.98,1.39,17.54,2615,11.6456,3.2289,-2755.84,1362.54,0.139
2023-07-12 11:00:00,2214.41,56.76,424.34,1.55,18.23,3037,33.8932,1.4396,-12167.87,610.88,0.857
2023-07-12 12:00:00,2173.04,91.24,429.41,2.82,19.26,3020,21.7656,2.481,-7173.26,1065.36,0.454
2023-07-12 13:00:00,2120.35,24.01,423.57,2.36,19.86,3018,8.3516,0.6036,-1417.11,255.67,0.674
2023-07-12 14:00:00,2101.23,23.61,418.76,5.51,20.9,3024,3.9391,0.1757,451.67,73.59,0.844
2023-07-12 15:00:00,2062.15,13.42,401.54,6.45,21.09,3029,1.9779,0.0676,1267.94,27.15,0.902
2023-07-12 16:00:00,2024.24,3.63,386.76,1.08,19.31,3045,0.5747,0.3436,1801.95,132.89,0.029
2023-07-12 17:00:00,2015.56,3.08,385.8,1.3,18.67,3017,0.4232,0.2422,1852.3,93.45,0.032
2023-07-12 18:00:00,2006.4,4.47,387.77,1.44,17.6,3042,0.2496,0.3212,1909.61,124.57,0.006
2023-07-12 19:00:00,1994.21,2.1,387.25,1.15,16.65,3033,-0.8237,0.1691,2313.19,65.48,0.204
2023-07-12 20:00:00,1994.29,3.58,388.29,0.88,16.9,3037,-0.1751,0.4226,2062.26,164.08,0.002
2023-07-12 21:00:00,1991.65,1.29,389.12,0.9,16.71,3030,0.1235,0.1475,1943.61,57.39,0.008
2023-07-12 22:00:00,1996.28,2.77,388.39,1.1,17.64,3039,1.2216,0.2305,1521.82,89.54,0.233
2023-07-12 23:00:00,2015.4,6.73,391.03,0.82,18.25,2601,6.514,0.5603,-531.76,219.11,0.629
2023-07-13 00:00:00,2028.83,3.87,394.07,0.71,18.7,3023,3.2478,0.4532,748.95,178.6,0.357
2023-07-13 01:00:00,2037.86,10.15,396.37,1.04,18.45,3024,0.396,1.0144,1880.88,402.09,0.002
2023-07-13 02:00:00,2033.84,10.4,398.99,1.48,18.48,3007,6.65,0.2373,-619.47,94.69,0.895
2023-07-13 03:00:00,2027.9,16.52,401.06,2.57,20.2,3035,6.1574,0.1951,-441.56,78.26,0.915
2023-07-13 04:00:00,2011.38,4.27,400.58,2,22,3027,1.5817,0.1485,1377.77,59.48,0.551
2023-07-13 05:00:00,2008.14,7.66,400.52,4.08,22.32,3023,1.747,0.0718,1308.42,28.74,0.865
2023-07-13 06:00:00,2011.59,3.55,400.52,3.19,21.34,3019,0.9076,0.0669,1648.06,26.78,0.666
2023-07-13 07:00:00,2055.56,29.64,406.01,3.93,21.26,3035,-1.1734,0.7744,2531.97,314.45,0.024
2023-07-13 08:00:00,2299.79,103.54,423.35,6.41,19.8,3015,15.583,0.4437,-4297.28,187.86,0.93
2023-07-13 09:00:00,2417.5,7.77,427.06,1.45,19.71,3019,0.375,0.5541,2257.34,236.62,0.005
2023-07-13 10:00:00,2332.92,45.33,423.18,2.3,19.7,2633,14.4132,1.4939,-3766.45,632.22,0.537
2023-07-13 11:00:00,2210.56,23.86,432.43,2.28,21.25,3028,-3.3017,1.0339,3638.31,447.09,0.099
2023-07-13 12:00:00,2201.15,6.93,421.87,3.5,23.54,3037,1.4133,0.1443,1604.93,60.87,0.509
2023-07-13 13:00:00,2197.44,5.79,418.74,1.82,22.97,3025,1.5585,0.2882,1544.85,120.7,0.24
2023-07-13 14:00:00,2142.81,25.99,414.54,4.03,24.18,3029,5.8013,0.2949,-262.06,122.26,0.807
2023-07-13 15:00:00,2066.95,17.27,399.64,2.69,21.62,3023,5.07,0.4072,40.78,162.73,0.626
2023-07-13 16:00:00,2037.98,4.14,400.93,2.07,19.34,3035,1.337,0.1543,1501.95,61.88,0.448
2023-07-13 17:00:00,2058.68,10.38,399.5,1.83,19.33,3027,-2.3061,0.5377,2979.95,214.81,0.166
2023-07-13 18:00:00,2051.01,13.51,397.55,1.67,22.18,3035,2.7044,0.7901,975.89,314.09,0.112
2023-07-13 19:00:00,2024.75,8.97,393.88,1.66,23.03,3031,4.7344,0.2713,159.96,106.86,0.767
2023-07-13 20:00:00,2013.62,8.19,395.27,2.24,23.69,3034,3.5027,0.1093,629.12,43.19,0.917
2023-07-13 21:00:00,2021.84,6.96,401.58,2.31,25.37,3036,2.5598,0.1658,993.86,66.58,0.72
2023-07-13 22:00:00,2041.3,11.95,408.98,2.4,25.56,3029,2.9285,0.4189,843.6,171.34,0.346
2023-07-13 23:00:00,2055.44,4.85,415.87,2.48,25.46,3050,1.7194,0.0979,1340.39,40.7,0.769
2023-07-14 00:00:00,2066.29,7.46,423.09,2.16,25.8,3030,3.0283,0.1737,785.06,73.47,0.767
2023-07-14 01:00:00,2078.05,5.81,428.11,1.4,26.08,3017,2.7931,0.3201,882.3,137.06,0.451
2023-07-14 02:00:00,2089.2,7.9,432.79,2.1,26.57,3031,3.3945,0.1694,620.1,73.33,0.813
2023-07-14 03:00:00,2109.55,8.55,434.91,3.04,26.01,3030,1.8178,0.2232,1318.97,97.07,0.417
2023-07-14 04:00:00,2083.95,19.52,427.5,5.79,26.09,3037,3.2142,0.1057,709.89,45.18,0.909
2023-07-14 05:00:00,2064.46,66.49,429.97,12.38,26.55,3023,5.1001,0.1754,-128.43,75.45,0.901
2023-07-14 06:00:00,1951.74,15.39,407.17,2.26,26.54,3018,6.583,0.1809,-728.65,73.64,0.935
2023-07-14 07:00:00,1938.65,7.25,406.67,1.51,24.02,3026,4.5057,0.1709,106.34,69.49,0.883
2023-07-14 08:00:00,1951.92,2.55,410.36,1.95,19.86,3026,1.0326,0.084,1528.17,34.47,0.62
2023-07-14 09:00:00,1957.38,2.98,412.64,1.49,19.23,3018,1.526,0.1344,1327.68,55.46,0.582
2023-07-14 10:00:00,1965.72,6.48,415.67,2.84,18.68,2628,1.8529,0.1484,1195.53,61.7,0.66
2023-07-14 11:00:00,1966.77,3.21,416.37,2.4,20.45,3032,1.2135,0.0592,1461.51,24.65,0.82
2023-07-14 12:00:00,1969.04,3.77,420.53,2.05,21.31,3012,1.2865,0.1373,1428.03,57.75,0.487
2023-07-14 13:00:00,1986.78,10.88,428.01,2.34,19.45,3012,1.3051,0.464,1428.18,198.6,0.079
2023-07-14 14:00:00,1963.74,7.88,420.66,2.93,23,3034,2.0036,0.1865,1120.89,78.44,0.555
2023-07-14 15:00:00,1960.83,6.88,414.13,4.45,25.25,3026,1.3485,0.0787,1402.37,32.59,0.76
2023-07-14 16:00:00,1948.33,6.94,407.95,1.4,26.87,3023,4.2354,0.2647,220.5,107.97,0.735
2023-07-14 17:00:00,1947.17,6.61,406.53,1.27,25.04,3035,2.7194,0.4632,841.66,188.3,0.271
2023-07-14 18:00:00,1954.68,6.91,406.26,1.8,24.16,3033,2.7,0.2841,857.79,115.43,0.494
2023-07-14 19:00:00,1952.22,4.8,403.85,0.98,26.01,3022,2.8612,0.4149,796.71,167.56,0.339
2023-07-14 20:00:00,1950.43,5.38,404.16,1.23,24.97,3038,3.4967,0.276,537.19,111.54,0.634
2023-07-14 21:00:00,1953.08,6.08,404.26,1.58,25.6,3027,3.4924,0.1666,541.26,67.34,0.826
2023-07-14 22:00:00,1945.23,4.26,403.55,0.93,26.01,3036,3.3982,0.3164,573.89,127.7,0.555
2023-07-14 23:00:00,1945.75,4.37,406.61,1.98,26.23,3014,1.6884,0.148,1259.21,60.16,0.585
2023-07-15 00:00:00,1959.8,6.7,415.14,2.77,25.52,3025,2.0443,0.1342,1111.12,55.71,0.715
2023-07-15 01:00:00,1970.74,4.57,421.14,2.33,26.16,3006,1.0308,0.1732,1536.65,72.92,0.277
2023-07-15 02:00:00,1975.64,5.87,426.21,4.82,26.23,3037,0.8597,0.0898,1609.22,38.27,0.498
2023-07-15 03:00:00,1948.49,5.92,418.46,4.55,22.46,3027,0.8228,0.1047,1604.19,43.82,0.4
2023-07-15 04:00:00,1981.74,15.2,423.07,4.14,21.6,3031,3.2044,0.1873,626.05,79.24,0.76
2023-07-15 05:00:00,1968.15,16.42,419.18,4.21,21.94,3028,3.6058,0.1548,456.69,64.91,0.854
2023-07-15 06:00:00,1986.5,11.37,423.5,3.69,21.61,3013,1.9026,0.2521,1180.75,106.76,0.381
2023-07-15 07:00:00,1972.96,17.9,418.97,4.92,21.47,3029,3.1717,0.1856,644.1,77.76,0.759
2023-07-15 08:00:00,1982.4,12.21,422.6,3.3,21.14,3019,3.3583,0.1605,563.19,67.82,0.825
2023-07-15 09:00:00,1991.98,11.08,428.88,6.41,21.97,3058,1.6517,0.0525,1283.6,22.53,0.914
2023-07-15 10:00:00,1992.67,11.25,437.59,3.53,22.34,2637,0.5694,0.3485,1743.49,152.51,0.032
2023-07-15 11:00:00,1976.85,8.77,432.12,5.51,23.57,3022,1.4801,0.0609,1337.27,26.31,0.865
2023-07-15 12:00:00,1968.98,7.11,423.12,2.69,24.68,3025,2.0932,0.1675,1083.31,70.89,0.628
2023-07-15 13:00:00,1979.83,12.35,425.73,4.02,25.72,3031,2.8794,0.1109,754.01,47.22,0.879
2023-07-15 14:00:00,2002.36,10.73,425.37,3.18,25.94,3018,0.7426,0.3425,1686.5,145.67,0.048
2023-07-15 15:00:00,1994.86,13.03,428.99,2.69,26.86,3022,-2.8804,0.4041,3230.54,173.37,0.354
2023-07-15 16:00:00,2015.53,6.07,422.47,2.97,25.95,3044,0.7662,0.1965,1691.82,83.02,0.141
2023-07-15 17:00:00,2027.32,5.52,419.16,1.77,26.23,3024,0.9093,0.3105,1646.16,130.15,0.085
2023-07-15 18:00:00,2033.86,7.16,421.47,2.93,26.4,3027,1.8149,0.1707,1268.91,71.96,0.55
2023-07-15 19:00:00,2040.63,12.72,422.81,2.75,25.4,3021,3.4641,0.3185,575.99,134.68,0.561
2023-07-15 20:00:00,2026.51,24.11,416.6,2.29,25.88,3036,8.638,0.6229,-1572.05,259.49,0.675
2023-07-15 21:00:00,1971.45,6.95,411.57,0.99,26.19,3028,5.246,0.4834,-187.67,198.95,0.56
2023-07-15 22:00:00,1952.2,16.6,406.44,2.23,26.26,3032,6.6374,0.3468,-745.55,140.97,0.798
2023-07-15 23:00:00,1957.55,8.33,414.74,2.97,25.71,3031,-0.1264,0.2907,2009.98,120.57,0.002
2023-07-16 00:00:00,1939.42,4.68,417.79,1.19,26.38,3039,2.1576,0.3415,1037.98,142.66,0.301
2023-07-16 01:00:00,1938.18,6.07,418.8,1.69,26.72,3032,2.5271,0.266,879.84,111.4,0.494
2023-07-16 02:00:00,1952.06,8.23,421.09,2.17,26.45,3020,-1.2063,0.3746,2460.03,157.75,0.101
2023-07-16 03:00:00,1946.46,17.12,417.98,1.51,26.44,3022,6.2049,0.9894,-647.05,413.54,0.298
2023-07-16 04:00:00,1919.17,4.08,415.93,1.07,27.08,3033,2.0688,0.3349,1058.7,139.28,0.292
2023-07-16 05:00:00,1939.07,5.13,419.16,1.53,26.28,3035,2.0603,0.2767,1075.48,115.97,0.375
2023-07-16 06:00:00,1918.85,10.2,415.05,2.58,26.71,3031,3.616,0.1643,418,68.19,0.84
2023-07-16 07:00:00,1912.98,3.59,412.52,1,26.75,3021,2.5441,0.2641,863.5,108.93,0.501
2023-07-16 08:00:00,1930.59,9.12,414.57,1.74,26.83,3024,4.2932,0.313,150.76,129.75,0.67
2023-07-16 09:00:00,1932.97,3.59,414.63,1.28,27.12,3020,1.3527,0.255,1372.11,105.75,0.233
2023-07-16 10:00:00,1931.74,6.6,415.62,1.25,26.45,2570,3.1718,0.4734,613.49,196.76,0.363
2023-07-16 11:00:00,1920.07,7.8,413.59,1.84,27.05,3021,2.1251,0.3805,1041.15,157.39,0.252
2023-07-16 12:00:00,1920.39,4.58,414.12,1.96,26.49,3034,0.976,0.221,1516.22,91.53,0.174
2023-07-16 13:00:00,1935.56,13.03,413.92,1.9,27.22,3016,4.6685,0.5211,3.17,215.68,0.464
2023-07-16 14:00:00,1975.78,10.12,420.1,2.37,26.47,3028,3.5064,0.253,502.77,106.28,0.675
2023-07-16 15:00:00,2002.98,7.44,425.05,2.38,27.03,3024,2.2111,0.2292,1063.14,97.44,0.501
2023-07-16 16:00:00,1990.92,15.24,424.24,3.21,26.79,3031,3.2801,0.3572,599.36,151.56,0.477
2023-07-16 17:00:00,1939.49,8,414.16,2.14,27.21,3016,2.8879,0.2457,743.44,101.75,0.599
2023-07-16 18:00:00,1943.06,7.92,412.03,4.01,26.75,3008,1.3497,0.1501,1386.92,61.84,0.466
2023-07-16 19:00:00,1932.52,8.17,406.7,2.44,27.32,3028,2.7881,0.1942,798.57,78.99,0.69
2023-07-16 20:00:00,1934.28,6.29,403.63,2.56,26.65,3015,0.9891,0.2334,1535.04,94.23,0.162
2023-07-16 21:00:00,1951.49,13.96,410.95,3.11,27.54,3029,3.9205,0.228,340.32,93.7,0.762
2023-07-16 22:00:00,2011.62,16.19,420.25,2.85,26.67,3024,2.5353,0.5295,946.17,222.53,0.199
2023-07-16 23:00:00,2046.1,15.59,425.67,4.42,27.52,3033,2.2302,0.2842,1096.78,120.98,0.399
2023-07-17 00:00:00,2079.47,24.63,432.02,3.13,26.54,3025,4.4654,0.6744,150.36,291.35,0.321
2023-07-17 01:00:00,2159.59,29.99,437.76,2.43,27.62,3019,4.227,1.2016,309.2,526.01,0.118
2023-07-17 02:00:00,2110.43,19.29,441.45,4.66,26.87,3022,1.4413,0.4037,1474.15,178.2,0.121
2023-07-17 03:00:00,2048.8,15.88,433.64,4.51,27.82,3022,3.0038,0.1907,746.23,82.72,0.728
2023-07-17 04:00:00,2053.58,14.54,433.56,2.79,26.96,3023,4.6535,0.244,36,105.79,0.797
2023-07-17 05:00:00,2062.67,5.36,438.58,2.09,27.86,3023,-1.0426,0.2437,2519.95,106.9,0.165
2023-07-17 06:00:00,2031.59,19.95,438.25,4.45,27.01,3021,4.1212,0.1824,225.47,79.96,0.846
2023-07-17 07:00:00,2023.19,23.93,435.95,4.72,27.88,3022,3.8308,0.3457,353.14,150.71,0.57
2023-07-17 08:00:00,2075.89,10.97,444.57,2.9,27.02,3031,2.6216,0.2839,910.4,126.23,0.479
2023-07-17 09:00:00,2037.23,7.44,437.25,2.01,27.7,3021,2.5461,0.2802,923.98,122.52,0.471
2023-07-17 10:00:00,2041.29,7.43,442.61,2.94,27.25,1922,0.0237,0.3283,2030.78,145.3,0
2023-07-17 11:00:00,2032.75,6.76,444.55,2.22,27.57,3027,1.7759,0.2571,1243.29,114.31,0.34
2023-07-17 12:00:00,2040.36,10.06,443.75,3.34,27.04,3025,1.1136,0.2907,1546.22,129.02,0.137
2023-07-17 13:00:00,2014.79,19.41,437.54,3.75,27.54,3023,4.829,0.1921,-98.13,84.04,0.872
2023-07-17 14:00:00,1991.33,3.77,429.4,3.64,26.67,3031,0.3121,0.1029,1857.32,44.17,0.09
2023-07-17 15:00:00,2007.15,11.7,420.66,2.32,26.95,3011,-1.9975,0.4805,2847.42,202.14,0.157
2023-07-17 16:00:00,2000.24,5.69,414.77,3.12,25.83,3046,0.3588,0.186,1851.43,77.14,0.039
2023-07-17 17:00:00,1998.19,4.85,407.81,4.9,26.09,3026,0.1328,0.1018,1944.03,41.53,0.018
2023-07-17 18:00:00,1981.71,4.08,397.04,2.56,26.22,3023,0.5871,0.1541,1748.59,61.17,0.136
2023-07-17 19:00:00,1992.12,3.88,400.33,2.84,25.95,3030,0.2069,0.1403,1909.28,56.18,0.023
2023-07-17 20:00:00,1985.24,3.61,393.26,1.96,25.63,3021,0.1867,0.1906,1911.8,74.97,0.01
2023-07-17 21:00:00,1980.99,3.96,391.67,1.69,26.06,3035,1.1836,0.2102,1517.41,82.33,0.255
2023-07-17 22:00:00,1978.21,3.51,391.15,1.18,26.43,3029,0.9434,0.293,1609.19,114.6,0.101
2023-07-17 23:00:00,1993.12,4.35,392.59,1.21,25.95,3016,2.7969,0.235,895.08,92.25,0.605
2023-07-18 00:00:00,2045.75,49.34,411.18,19.53,25.97,3028,2.5184,0.0214,1010.23,8.79,0.993
2023-07-18 01:00:00,2140.8,15.53,443.67,1.64,26.37,3022,6.3121,0.7289,-659.66,323.4,0.447
2023-07-18 02:00:00,2113.71,5.72,437.78,1.57,26.57,3015,2.8881,0.2292,849.37,100.33,0.632
2023-07-18 03:00:00,2102.5,7.18,438.65,0.91,26.49,3035,5.393,0.6011,-263.17,263.66,0.465
2023-07-18 04:00:00,2124.37,16.54,438.97,3.14,26.45,3021,3.2463,0.4309,699.36,189.16,0.38
2023-07-18 05:00:00,2092.88,10.57,427.84,2.93,26.75,3013,-0.6867,0.3686,2386.69,157.69,0.036
2023-07-18 06:00:00,2151.89,11.31,423.46,3.75,26.26,3030,-1.1452,0.2905,2636.83,123.02,0.144
2023-07-18 07:00:00,2134.25,17.11,419.36,3.09,26.74,3044,1.2965,0.5587,1590.57,234.32,0.055
2023-07-18 08:00:00,2197.21,15.47,431.09,6.73,26.31,3027,1.9939,0.1192,1337.67,51.37,0.752
2023-07-18 09:00:00,2138.5,27.15,423.08,4.54,25.18,3007,5.4704,0.2525,-175.91,106.81,0.835
2023-07-18 10:00:00,2180.01,23.78,428.76,6.33,25.02,2687,2.995,0.2492,895.85,106.84,0.637
2023-07-18 11:00:00,2228.48,35,438.95,15.8,24.1,3017,2.1054,0.0717,1304.31,31.51,0.903
2023-07-18 12:00:00,2284.36,24.38,468.33,4.11,25.85,3023,2.7166,0.5489,1012.09,257.07,0.209
2023-07-18 13:00:00,2316.46,17.47,463.62,6.27,26.43,2999,2.6674,0.0835,1079.79,38.73,0.917
2023-07-18 14:00:00,2340.91,17.47,462.63,5.64,26.94,3026,-2.4215,0.2011,3461.15,93.06,0.61
2023-07-18 15:00:00,2349.85,55.57,444.52,9.29,26.04,3018,3.1519,0.5283,948.78,234.91,0.278
2023-07-18 16:00:00,2298.62,30.03,436.39,4.11,26.65,3035,3.6784,0.6558,693.41,286.19,0.254
2023-07-18 17:00:00,2100.84,121.6,414.07,14.11,25.82,3021,8.5684,0.0949,-1447.03,39.33,0.989
2023-07-18 18:00:00,2018.34,9.24,403.45,2.56,23.98,3020,2.0979,0.3048,1171.92,122.98,0.339
2023-07-18 19:00:00,2020.72,11.64,405.77,4.66,26.1,3023,2.053,0.1475,1187.69,59.86,0.677
2023-07-18 20:00:00,2028.57,5.78,411.88,2.19,26.16,3026,1.6799,0.2111,1336.66,86.94,0.406
2023-07-18 21:00:00,2010.75,12.84,411.99,1.65,24.7,3022,0.2428,0.8075,1910.7,332.68,0.001
2023-07-18 22:00:00,2011.3,9.76,412.08,2.3,24.43,3018,2.0907,0.3841,1149.77,158.27,0.242
2023-07-18 23:00:00,2033.76,5.78,418.64,2.5,23.49,3023,1.5773,0.1758,1373.44,73.6,0.465
2023-07-19 00:00:00,2026.51,7.7,423.44,2.24,22.99,3027,0.6678,0.3509,1743.73,148.57,0.038
2023-07-19 01:00:00,2040.96,12.94,425.38,1.35,22.68,3026,-3.1789,0.9391,3393.21,399.47,0.11
2023-07-19 02:00:00,2013.79,13.81,418.24,4.4,23.07,3030,2.9469,0.1136,781.29,47.51,0.879
2023-07-19 03:00:00,2047.08,24.08,421.55,1.93,22.4,3016,7.0284,1.0688,-915.7,450.54,0.318
2023-07-19 04:00:00,2138.74,22.8,430.04,6.27,23.22,3018,0.7298,0.3702,1824.92,159.21,0.04
2023-07-19 05:00:00,2092.36,18.6,435.87,5.44,22.33,3015,3.2864,0.0982,659.95,42.81,0.924
2023-07-19 06:00:00,2074.49,10.19,431.57,4.03,22.48,3033,2.4391,0.0697,1021.86,30.06,0.93
2023-07-19 07:00:00,2062.42,4.67,425.19,1.93,21.98,3023,1.6289,0.1853,1369.82,78.78,0.455
2023-07-19 08:00:00,2063.53,3.3,422.43,2.02,21.55,3029,1.3176,0.1003,1506.92,42.37,0.651
2023-07-19 09:00:00,2068.99,2.23,421.97,1.08,20.58,3031,0.6613,0.2034,1789.93,85.82,0.103
2023-07-19 10:00:00,2072.3,8.83,423.41,2.44,20.44,2645,3.4767,0.109,600.2,46.17,0.926
2023-07-19 11:00:00,2056.59,7.56,419.8,2.11,21.26,3026,3.44,0.1048,612.45,43.98,0.921
2023-07-19 12:00:00,2082.38,13.62,424.29,2.93,22.5,3036,4.1399,0.2179,325.84,92.45,0.796
2023-07-19 13:00:00,2070.33,6.43,423.15,1.26,24.46,3026,1.012,0.519,1642.09,219.6,0.039
2023-07-19 14:00:00,2064.16,8.68,423.47,2.1,22.72,3027,2.8065,0.3156,875.7,133.65,0.461
2023-07-19 15:00:00,2050.36,5.37,416.86,1.78,23.15,3028,0.5214,0.3081,1832.99,128.44,0.03
2023-07-19 16:00:00,2049.11,3.45,416.66,2.02,21.41,3032,0.8681,0.153,1687.4,63.75,0.258
2023-07-19 17:00:00,2046.2,4.93,413.21,2.84,22.69,3015,1.074,0.1415,1602.42,58.49,0.383
2023-07-19 18:00:00,2071.85,32.14,411.16,6.43,21.68,3023,4.2475,0.2742,325.45,112.74,0.722
2023-07-19 19:00:00,2092,19.25,408.61,4.61,21.82,3025,4.0287,0.1134,445.86,46.34,0.932
2023-07-19 20:00:00,2069.96,12.26,406.48,2.5,21.9,3024,3.0207,0.4018,842.13,163.33,0.379
2023-07-19 21:00:00,2094.98,5.4,409.9,2.85,22.72,3019,0.0792,0.1969,2062.49,80.7,0.002
2023-07-19 22:00:00,2107.13,10.49,410.06,2.14,21.57,3025,3.921,0.306,499.27,125.48,0.639
2023-07-19 23:00:00,2102.25,4.41,407.88,1.22,21.41,3027,0.4583,0.373,1915.3,152.15,0.016
